,OPEID6L,INSTNM,CITY,STABBR,ZIP,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG_ALL,HIGHDEG,HBCU,PBI,HSI,NANTI,CCUGPROF,CCSIZSET,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,COSTT4_A,AVGFACSAL,C150_4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,FEMALE,MN_EARN_WNE_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,GT_THRESHOLD_P10,CONTROL,Number of Unique Majors Offered (Bachelors,Co-Ed
0,1002.0,Alabama A & M University,Normal,AL,35762,0.0,0.0,0.8965,959.0,4,1.0,0.0,0.0,0.0,10.0,14.0,0.0159,0.9022,0.0116,0.0012,23445.0,7599.0,0.2866,0.3182,0.2815,0.5,1.0,0.5640301318,35500,32600,38500,0.6044,"Private, nonprofit",4.0,True
1,1052.0,University of Alabama at Birmingham,Birmingham,AL,35294-0110,0.0,0.0,0.806,1245.0,4,0.0,0.0,0.0,0.0,9.0,15.0,0.5496,0.2401,0.061,0.0704,25542.0,11380.0,0.6117,0.6056,0.5924,0.7143,0.7405,0.6390907397,48400,43200,57400,0.7472,Public,74.0,True
2,25034.0,Amridge University,Montgomery,AL,36117-3553,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,6.0,0.255,0.6913,0.0268,0.0034,20100.0,4545.0,0.25,0.5,0.0,,,0.6486486486,47600,38700,56000,0.6286,,,True
3,1055.0,University of Alabama in Huntsville,Huntsville,AL,35899,0.0,0.0,0.7711,1300.0,4,0.0,0.0,0.0,0.0,15.0,12.0,0.7173,0.0907,0.0599,0.0354,24861.0,9697.0,0.5714,0.5838,0.4783,0.5313,0.44,0.4763499372,52000,46000,58700,0.7769,"Private, nonprofit",48.0,True
4,1005.0,Alabama State University,Montgomery,AL,36104-0271,0.0,0.0,0.9888,938.0,4,1.0,0.0,0.0,0.0,10.0,14.0,0.0167,0.9265,0.013,0.0019,21892.0,7194.0,0.3177,0.3333,0.3219,0.2857,0.0,0.6134185304,30600,28300,33000,0.5178,"Private, nonprofit",46.0,True
5,1051.0,The University of Alabama,Tuscaloosa,AL,35487-0100,0.0,0.0,0.8039,1262.0,4,0.0,0.0,0.0,0.0,14.0,16.0,0.7695,0.1024,0.0512,0.0131,30016.0,10349.0,0.7214,0.7396,0.6158,0.6667,0.7231,0.6152524168,51600,45100,59100,0.7895,"Private, nonprofit",63.0,True
6,1007.0,Central Alabama Community College,Alexander City,AL,35010,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.7284,0.1932,0.0141,0.006,9437.0,6581.0,,,,,,0.6037383178,32400,28600,41500,0.521,"Private, nonprofit",42.0,True
7,1008.0,Athens State University,Athens,AL,35611,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,9.0,0.7596,0.1305,0.0369,0.0065,,8683.0,,,,,,0.705078125,42400,38000,54100,0.714,"Private, nonprofit",61.0,True
8,8310.0,Auburn University at Montgomery,Montgomery,AL,36117-3596,0.0,0.0,0.9555,1061.0,4,0.0,1.0,0.0,0.0,9.0,13.0,0.4213,0.4473,0.0114,0.0242,20225.0,7729.0,0.304,0.3425,0.2389,1.0,0.4,0.6929480901,38000,34500,44900,0.6687,,,True
9,1009.0,Auburn University,Auburn,AL,36849,0.0,0.0,0.8507,1302.0,4,0.0,0.0,0.0,0.0,14.0,15.0,0.8101,0.0465,0.0355,0.0238,32196.0,10722.0,0.787,0.7999,0.6933,0.697,0.7823,0.531504671,56300,48000,63800,0.8227,"Private, nonprofit",59.0,True
10,1012.0,Birmingham-Southern College,Birmingham,AL,35254,0.0,0.0,0.6045,1202.0,3,0.0,0.0,0.0,0.0,14.0,11.0,0.7653,0.1435,0.0452,0.0204,32514.0,6961.0,0.7094,0.7132,0.525,1.0,0.8621,0.520361991,53100,47600,61100,0.7464,"Private, nonprofit",27.0,True
11,12182.0,Chattahoochee Valley Community College,Phenix City,AL,36869,0.0,0.0,,,2,0.0,1.0,0.0,0.0,2.0,2.0,0.4049,0.4057,0.0617,0.0101,10275.0,6432.0,,,,,,0.611965812,31300,28600,36700,0.5032,,,True
12,13039.0,South University-Montgomery,Montgomery,AL,36116,0.0,0.0,,,4,0.0,0.0,0.0,0.0,7.0,6.0,0.3114,0.6505,0.0173,0.0,28761.0,4930.0,0.1429,0.0,0.1765,,,0.7628668652,40200,38300,46700,0.5827,,,True
13,1015.0,Enterprise State Community College,Enterprise,AL,36330-1300,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.5966,0.2124,0.0713,0.0054,9561.0,6662.0,,,,,,0.5165876777,42700,30000,53700,0.5885,"Private, nonprofit",42.0,True
14,1060.0,Coastal Alabama Community College,Bay Minette,AL,36507-2698,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,4.0,0.6506,0.2118,0.0361,0.0118,14915.0,7023.0,,,,,,0.6531791908,33900,27600,44200,0.5204,Public,83.0,True
15,1003.0,Faulkner University,Montgomery,AL,36109-3390,0.0,0.0,0.7576,1068.0,4,0.0,1.0,0.0,0.0,7.0,10.0,0.4564,0.4215,0.03,0.0076,34835.0,5926.0,0.2711,0.3239,0.2114,0.2143,0.0,0.6387315968,40700,34400,54100,0.6381,"Private, nonprofit",56.0,True
16,1017.0,Gadsden State Community College,Gadsden,AL,35903,0.0,0.0,,,2,1.0,0.0,0.0,0.0,2.0,3.0,0.6957,0.1808,0.0549,0.0037,10527.0,6720.0,,,,,,0.6180606958,30200,27000,36800,0.4642,"Private, nonprofit",32.0,True
17,41872.0,New Beginning College of Cosmetology,Albertville,AL,35951,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8953,0.0116,0.093,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
18,1018.0,George C Wallace Community College-Dothan,Dothan,AL,36303-9234,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.5831,0.2959,0.0458,0.01,9990.0,6455.0,,,,,,0.667740451,29800,26800,37300,0.4705,"Private, nonprofit",37.0,True
19,7871.0,George C Wallace State Community College-Hanceville,Hanceville,AL,35077-2000,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.8012,0.0674,0.0712,0.0145,12537.0,7772.0,,,,,,0.6312210201,34800,31400,41400,0.5763,,,True
20,5699.0,George C Wallace State Community College-Selma,Selma,AL,36702-2808,0.0,0.0,,,2,0.0,1.0,0.0,0.0,2.0,2.0,0.1845,0.7729,0.0076,0.0022,11154.0,6294.0,,,,,,0.5991341991,27300,24800,32500,0.4388,,,True
21,9621.0,Herzing University-Birmingham,Birmingham,AL,35209,0.0,0.0,0.9201,,4,0.0,0.0,0.0,0.0,5.0,6.0,0.2761,0.6373,0.0294,0.0082,30319.0,6304.0,0.2222,0.3333,0.2353,0.0,,0.8135465189,41600,34200,48500,0.5331,,,True
22,1019.0,Huntingdon College,Montgomery,AL,36106-2148,0.0,0.0,0.5439,1101.0,3,0.0,0.0,0.0,0.0,8.0,7.0,0.6696,0.1832,0.0654,0.0087,37483.0,6886.0,0.4185,0.4024,0.5714,0.5714,0.0,0.4704142012,43600,39800,46300,0.7711,"Private, nonprofit",5.0,True
23,21997.0,Heritage Christian University,Florence,AL,35630-9977,0.0,0.0,0.6667,,4,0.0,0.0,0.0,0.0,5.0,6.0,0.9,0.0429,0.0286,0.0,,5914.0,0.1429,0.1429,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
24,5260.0,J. F. Drake State Community and Technical College,Huntsville,AL,35811,0.0,0.0,,,2,1.0,0.0,0.0,0.0,2.0,1.0,0.263,0.6013,0.0419,0.0084,12015.0,5892.0,,,,,,0.5610859729,27600,24400,32300,0.4252,,,True
25,30025.0,J F Ingram State Technical College,Deatsville,AL,36022,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3409,0.6165,0.0075,0.0025,6012.0,4699.0,,,,,,0.2293577982,,,,,,,True
26,1020.0,Jacksonville State University,Jacksonville,AL,36265,0.0,0.0,0.6369,1084.0,4,0.0,0.0,0.0,0.0,13.0,13.0,0.6681,0.22,0.0047,0.0075,21560.0,7326.0,0.4551,0.5106,0.2819,0.2632,0.6,0.5886792453,38100,34500,43000,0.6482,"Private, nonprofit",33.0,True
27,1022.0,Jefferson State Community College,Birmingham,AL,35215-3098,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.6179,0.2231,0.0681,0.0169,14127.0,7033.0,,,,,,0.660555005,33800,30700,40800,0.5906,"Private, nonprofit",62.0,True
28,1013.0,John C Calhoun State Community College,Tanner,AL,35671,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,4.0,0.6446,0.154,0.0752,0.0209,11128.0,6896.0,,,,,,0.5809480192,32200,28300,39300,0.545,"Private, nonprofit",1.0,True
29,1023.0,Judson College,Marion,AL,36756,0.0,0.0,0.5648,1068.0,3,0.0,0.0,0.0,0.0,9.0,7.0,0.7626,0.1872,0.0091,0.0046,32380.0,5432.0,0.4756,0.4789,0.6667,,0.0,PrivacySuppressed,29300,PrivacySuppressed,PrivacySuppressed,0.4696,"Private, nonprofit",44.0,True
30,1059.0,Lawson State Community College,Birmingham,AL,35221-1717,0.0,0.0,,,2,1.0,0.0,0.0,0.0,2.0,3.0,0.1371,0.7906,0.0302,0.0038,14811.0,6774.0,,,,,,0.5682182986,26600,24900,30500,0.4275,"Private, nonprofit",56.0,True
31,1024.0,University of West Alabama,Livingston,AL,35470,0.0,0.0,0.9313,1035.0,4,0.0,1.0,0.0,0.0,11.0,13.0,0.4384,0.4072,0.0218,0.0027,22645.0,6551.0,0.4011,0.467,0.3333,0.3333,1.0,0.5577586207,40400,34300,46900,0.5788,"Private, nonprofit",35.0,True
32,8988.0,Lurleen B Wallace Community College,Andalusia,AL,36420-1224,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.6494,0.2294,0.0241,0.0037,13532.0,6465.0,,,,,,0.624417521,32000,27000,40200,0.4651,,,True
33,1026.0,Marion Military Institute,Marion,AL,36756-3207,0.0,0.0,0.575,1147.0,2,0.0,0.0,0.0,0.0,4.0,1.0,0.6525,0.21,0.0175,0.05,18568.0,6449.0,,,,,,0.2340425532,49800,PrivacySuppressed,PrivacySuppressed,0.7609,"Private, nonprofit",39.0,True
34,1028.0,Miles College,Fairfield,AL,35064-2621,0.0,0.0,,,3,1.0,0.0,0.0,0.0,11.0,11.0,0.0348,0.9332,0.0118,0.0,22684.0,4971.0,0.2351,0.1667,0.2382,0.0,,0.4668079096,29500,27600,31200,0.4897,"Private, nonprofit",30.0,True
35,1029.0,University of Mobile,Mobile,AL,36613-2842,0.0,0.0,0.6657,,4,0.0,0.0,0.0,0.0,13.0,11.0,0.6572,0.1718,0.0077,0.018,36890.0,5265.0,0.489,0.5301,0.2051,0.75,,0.6732804233,38700,36000,43600,0.6325,"Private, nonprofit",31.0,True
36,1004.0,University of Montevallo,Montevallo,AL,35115-6000,0.0,0.0,0.6052,1131.0,4,0.0,0.0,0.0,0.0,13.0,11.0,0.6706,0.1683,0.0572,0.0082,26018.0,7623.0,0.5415,0.534,0.5781,0.7037,0.8333,0.6827586207,36100,33000,41800,0.6281,"Private, nonprofit",64.0,True
37,5697.0,Northwest-Shoals Community College,Muscle Shoals,AL,35661,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.7307,0.1137,0.0827,0.0082,13107.0,6506.0,,,,,,0.6180319922,30800,24700,40900,0.5018,,,True
38,1016.0,University of North Alabama,Florence,AL,35632-0001,0.0,0.0,0.8266,,4,0.0,0.0,0.0,0.0,13.0,13.0,0.7418,0.1292,0.0392,0.0155,21502.0,8985.0,0.4995,0.5258,0.379,0.4815,0.0,0.6013931889,42800,37800,48400,0.6407,"Private, nonprofit",38.0,True
39,1031.0,Northeast Alabama Community College,Rainsville,AL,35986,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.718,0.0219,0.1267,0.0055,9200.0,7041.0,,,,,,0.6026296567,31700,28100,39300,0.5078,"Private, nonprofit",23.0,True
40,1033.0,Oakwood University,Huntsville,AL,35896,0.0,0.0,0.8881,,4,1.0,0.0,0.0,0.0,10.0,11.0,0.0061,0.8348,0.0598,0.003,37764.0,4705.0,0.5,0.0,0.4969,0.6,0.0,0.5860805861,37400,33500,42500,0.6215,"Private, nonprofit",39.0,True
41,5692.0,Reid State Technical College,Evergreen,AL,36401,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,1.0,0.3726,0.5613,0.0094,0.0,9152.0,6579.0,,,,,,0.7411444142,26800,23500,35500,0.3653,,,True
42,1030.0,Bishop State Community College,Mobile,AL,36603-5898,0.0,0.0,,,2,1.0,0.0,0.0,0.0,2.0,3.0,0.2408,0.6253,0.0209,0.0203,10492.0,6947.0,,,,,,0.6059714045,28300,24400,35200,0.4023,Public,1.0,True
43,1036.0,Samford University,Birmingham,AL,35229-2240,0.0,0.0,0.8399,1219.0,4,0.0,0.0,0.0,0.0,14.0,14.0,0.8575,0.056,0.0383,0.0104,49634.0,9007.0,0.772,0.7821,0.5455,0.85,0.6364,0.6588785047,59800,51400,74100,0.7911,"Private, nonprofit",61.0,True
44,5691.0,Shelton State Community College,Tuscaloosa,AL,35405-8522,0.0,0.0,,,2,1.0,0.0,0.0,0.0,2.0,3.0,0.5541,0.3594,0.0296,0.0067,14232.0,6587.0,,,,,,0.5901502504,31100,25200,40500,0.4977,,,True
45,1038.0,Snead State Community College,Boaz,AL,35957-0734,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.6709,0.0779,0.1766,0.0081,11531.0,8385.0,,,,,,0.627195836,30700,26000,40800,0.4978,"Private, nonprofit",34.0,True
46,1057.0,University of South Alabama,Mobile,AL,36688-0002,0.0,0.0,0.7303,1162.0,4,0.0,0.0,0.0,0.0,13.0,16.0,0.605,0.2155,0.0437,0.0346,21694.0,7507.0,0.4491,0.4817,0.369,0.4237,0.6769,0.6229367631,46800,39300,59000,0.6895,"Private, nonprofit",35.0,True
47,1041.0,Spring Hill College,Mobile,AL,36608-1791,0.0,0.0,0.5416,1125.0,4,0.0,0.0,0.0,0.0,12.0,11.0,0.6531,0.1437,0.0614,0.0161,55844.0,6040.0,0.5691,0.6133,0.44,0.1333,1.0,0.6452599388,51300,45800,62600,0.7522,Public,161.0,True
48,1044.0,Stillman College,Tuscaloosa,AL,35401,0.0,0.0,0.5553,,3,1.0,0.0,0.0,0.0,15.0,8.0,0.0458,0.9485,0.0057,0.0,27665.0,5300.0,0.2151,0.25,0.2134,0.0,,0.4610051993,33700,31900,34900,0.5253,"Private, nonprofit",61.0,True
49,1046.0,Talladega College,Talladega,AL,35160,0.0,0.0,,,4,1.0,0.0,0.0,0.0,11.0,8.0,0.0289,0.8993,0.0228,0.0009,24220.0,6100.0,0.3014,0.1,0.3019,0.6,,0.4897540984,23900,25300,22200,0.4434,"Private, nonprofit",1.0,True
50,5734.0,H Councill Trenholm State Community College,Montgomery,AL,36108-3199,0.0,0.0,,,2,1.0,0.0,0.0,0.0,2.0,2.0,0.2315,0.6854,0.0352,0.0082,12505.0,6386.0,,,,,,0.5389282103,28000,24400,34200,0.3978,,,True
51,1047.0,Troy University,Troy,AL,36082-0001,0.0,0.0,0.9243,1094.0,4,0.0,0.0,0.0,0.0,7.0,15.0,0.525,0.3196,0.0438,0.0081,21251.0,6785.0,0.5017,0.5698,0.3303,0.4792,0.3333,0.6510154346,41100,36600,50500,0.6541,"Private, nonprofit",58.0,True
52,1050.0,Tuskegee University,Tuskegee,AL,36088-1920,0.0,0.0,0.6113,1016.0,4,1.0,0.0,0.0,0.0,10.0,14.0,0.0044,0.9053,0.0154,0.0053,40750.0,7224.0,0.5189,0.0,0.5199,,0.0,0.6509505703,42200,39700,44600,0.7237,Public,99.0,True
53,21706.0,United States Sports Academy,Daphne,AL,36526-7055,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,6.0,0.5538,0.1846,0.1231,0.0077,,5745.0,,,,,,0.2394366197,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7826,,,True
54,5733.0,Bevill State Community College,Jasper,AL,35501,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,3.0,0.7677,0.1543,0.0287,0.0031,14567.0,6749.0,,,,,,0.6496531219,31300,28100,38500,0.49,,,True
55,11462.0,University of Alaska Anchorage,Anchorage,AK,99508,0.0,0.0,0.7683,,4,0.0,0.0,0.0,0.0,5.0,15.0,0.5074,0.0367,0.0965,0.0855,18946.0,9375.0,0.3012,0.3445,0.2,0.2692,0.3597,0.5987699877,51200,44000,62600,0.7067,,,True
56,8843.0,Alaska Bible College,Palmer,AK,99645,0.0,0.0,,,3,0.0,0.0,0.0,0.0,10.0,8.0,0.8889,0.0278,0.0278,0.0278,25250.0,,0.625,0.5714,,1.0,,PrivacySuppressed,,,,,,,True
57,1063.0,University of Alaska Fairbanks,Fairbanks,AK,99775,0.0,0.0,0.6701,1138.0,4,0.0,0.0,0.0,1.0,5.0,13.0,0.5203,0.0387,0.0838,0.0228,19135.0,9658.0,0.387,0.4635,0.125,0.4286,0.5,0.5940482875,45100,35700,57800,0.6507,Public,30.0,True
58,1065.0,University of Alaska Southeast,Juneau,AK,99801-8697,0.0,0.0,0.6352,,4,0.0,0.0,0.0,1.0,5.0,9.0,0.5503,0.0038,0.0865,0.031,16310.0,8462.0,0.1753,0.25,0.0,0.2222,0.0,0.6978557505,39500,36700,43900,0.6542,Public,64.0,True
59,1061.0,Alaska Pacific University,Anchorage,AK,99508,0.0,0.0,0.9065,,4,0.0,0.0,0.0,1.0,7.0,7.0,0.3054,0.0235,0.1007,0.0201,34350.0,6340.0,0.5556,0.6667,0.0,0.0,,0.6301369863,45300,39100,56300,0.7357,"Private, nonprofit",14.0,True
60,31603.0,Alaska Vocational Technical Center,Seward,AK,99664-0889,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.5838,0.0054,0.0324,0.0162,,,,,,,,0.2865168539,45600,PrivacySuppressed,PrivacySuppressed,0.5615,,,True
61,25769.0,Charter College,Vancouver,WA,98683-7575,0.0,0.0,,,3,0.0,0.0,0.0,0.0,10.0,9.0,0.3132,0.0415,0.1972,0.0189,31263.0,4840.0,0.5169,0.5897,0.3217,0.5436,0.6364,0.7612694562,46400,40500,55000,0.582,,,True
62,25410.0,Alaska Career College,Anchorage,AK,99507-1033,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.2694,0.1044,0.0995,0.2112,,4166.0,,,,,,0.8221153846,32000,30300,40300,0.5144,,,True
63,9664.0,Empire Beauty School-Tucson,Tucson,AZ,85716,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2281,0.0877,0.5789,0.0,,,,,,,,0.9449724862,24500,PrivacySuppressed,PrivacySuppressed,0.3423,,,True
64,21006.0,Carrington College-Phoenix North,Phoenix,AZ,85051-4063,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,2.0,0.2688,0.1116,0.4645,0.0385,,5768.0,,,,,,0.8211581292,27200,25900,35200,0.5337,,,True
65,21006.0,Carrington College-Mesa,Mesa,AZ,85210-5005,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.3475,0.0814,0.3814,0.0339,,6349.0,,,,,,0.8211581292,27200,25900,35200,0.5337,,,True
66,21006.0,Carrington College-Tucson,Tucson,AZ,85745-2974,0.0,0.0,,,2,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2486,0.0723,0.6098,0.0231,,6012.0,,,,,,0.8211581292,27200,25900,35200,0.5337,,,True
67,8864.0,Arizona Academy of Beauty,Tucson,AZ,85712,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3462,0.0769,0.4423,0.0192,,,,,,,,PrivacySuppressed,18800,PrivacySuppressed,PrivacySuppressed,,,,True
68,23068.0,Miller-Motte College-Arizona Automotive Institute,Glendale,AZ,85301-3579,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3342,0.1087,0.3533,0.0082,,,,,,,,0.5105920695,37800,PrivacySuppressed,PrivacySuppressed,0.4405,,,True
69,22188.0,Brookline College-Phoenix,Phoenix,AZ,85021,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,6.0,0.2826,0.1423,0.2886,0.0463,,6508.0,0.5031,0.4742,0.3488,0.6564,0.7778,0.7960954447,23700,22400,29800,0.3643,,,True
70,1081.0,Arizona State University Campus Immersion,Tempe,AZ,85287,0.0,0.0,0.8688,1207.0,4,0.0,0.0,0.0,0.0,15.0,16.0,0.4694,0.0432,0.2641,0.0802,27056.0,11250.0,0.6601,0.6709,0.5405,0.6049,0.7699,0.5568306611,55500,47800,64800,0.8038,"Private, nonprofit",26.0,True
71,1071.0,Arizona Western College,Yuma,AZ,85365-8834,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,3.0,0.1374,0.013,0.7657,0.0068,15171.0,7393.0,,,,,,0.5322978304,32000,27200,38400,0.5283,"Private, nonprofit",54.0,True
72,1083.0,University of Arizona,Tucson,AZ,85721-0066,0.0,0.0,0.8513,1220.0,4,0.0,0.0,1.0,0.0,11.0,15.0,0.4884,0.0392,0.2877,0.0514,27461.0,10305.0,0.6489,0.6704,0.4346,0.6221,0.7607,0.5628539071,56000,49100,63900,0.7968,"Private, nonprofit",65.0,True
73,7283.0,Central Arizona College,Coolidge,AZ,85128-9030,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,3.0,0.3897,0.0595,0.3711,0.0193,10699.0,6832.0,,,,,,0.5983221477,31500,28700,37300,0.5602,,,True
74,22805.0,Charles of Italy Beauty College,Lake Havasu City,AZ,86403,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.5577,0.0192,0.2885,0.0577,,,,,,,,PrivacySuppressed,22600,PrivacySuppressed,PrivacySuppressed,0.2927,,,True
75,1072.0,Cochise County Community College District,Sierra Vista,AZ,85635-2317,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,3.0,0.3974,0.0517,0.4552,0.0175,11353.0,6309.0,,,,,,0.5676779463,34300,30800,40100,0.5321,"Private, nonprofit",52.0,True
76,10542.0,Empire Beauty School-Chandler,Chandler,AZ,85224,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3409,0.2273,0.3182,0.0227,,,,,,,,0.9477947795,22000,21800,23900,0.3562,,,True
77,10858.0,Avalon Institute-Mesa,Mesa,AZ,85210,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4294,0.0676,0.3588,0.0118,,,,,,,,0.956622773,23000,PrivacySuppressed,PrivacySuppressed,0.3182,,,True
78,1073.0,Eastern Arizona College,Thatcher,AZ,85552-0769,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,3.0,0.6338,0.0164,0.204,0.0065,14462.0,7803.0,,,,,,0.5723830735,35700,28900,42500,0.5599,Public,24.0,True
79,1479.0,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,0.0,0.0,0.6254,1239.0,4,0.0,0.0,0.0,0.0,14.0,10.0,0.6168,0.0159,0.1419,0.0581,54536.0,9256.0,0.5916,0.6396,0.375,0.5077,0.6061,0.1816434407,70300,63300,71600,0.8865,"Private, nonprofit",31.0,True
80,25332.0,The School of Architecture,Paradise Valley,AZ,85253,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,3098.0,,,,,,,,,,,,,True
81,1076.0,Glendale Community College,Glendale,AZ,85302,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,5.0,0.3905,0.0612,0.4101,0.0434,14471.0,9179.0,,,,,,0.5678741782,38300,34900,43000,0.6639,Public,6.0,True
82,1074.0,Grand Canyon University,Phoenix,AZ,85017,0.0,0.0,0.8069,,4,0.0,0.0,0.0,0.0,5.0,15.0,0.4754,0.1578,0.2264,0.0319,31376.0,6870.0,0.4657,0.5144,0.3955,0.4357,0.4366,0.743284234,58500,54600,66000,0.6312,Public,17.0,True
83,8303.0,GateWay Community College,Phoenix,AZ,85034,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,3.0,0.297,0.1089,0.4702,0.0348,15328.0,8515.0,,,,,,0.6181818182,39000,37500,41500,0.666,,,True
84,1077.0,Mesa Community College,Mesa,AZ,85202,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,5.0,0.4531,0.0544,0.3241,0.0402,15405.0,9298.0,,,,,,0.545336451,41500,35800,48100,0.6533,Public,24.0,True
85,11864.0,Mohave Community College,Kingman,AZ,86409-1238,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,2.0,0.6349,0.0137,0.2548,0.0174,12325.0,6308.0,,,,,,0.6301531213,32900,30800,38300,0.5013,,,True
86,21005.0,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,85027,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6337,0.0444,0.1153,0.0089,,,,,,,,0.0387364921,41600,30800,41900,0.7255,,,True
87,8246.0,Dine College,Tsaile,AZ,86556,0.0,0.0,,,3,0.0,0.0,0.0,0.0,7.0,9.0,0.0063,0.0008,0.0024,0.0,13921.0,6207.0,0.2021,,,,,0.634746922,23400,21800,27000,0.3647,,,True
88,1082.0,Northern Arizona University,Flagstaff,AZ,86011-4092,0.0,0.0,0.8164,,4,0.0,0.0,1.0,0.0,11.0,16.0,0.5484,0.0322,0.2617,0.0211,27969.0,8931.0,0.5687,0.6142,0.3228,0.5196,0.6049,0.6385814497,44600,39800,51900,0.752,Public,98.0,True
89,11862.0,Northland Pioneer College,Holbrook,AZ,86025-0610,0.0,0.0,,,2,0.0,0.0,0.0,1.0,1.0,2.0,0.4062,0.0018,0.144,0.0071,15589.0,6552.0,,,,,,0.6224489796,31300,28800,38600,0.4454,,,True
90,1937.0,Ottawa University-Phoenix,Phoenix,AZ,85021,0.0,0.0,0.5389,1017.0,4,0.0,0.0,1.0,0.0,7.0,6.0,0.5013,0.0491,0.3488,0.0258,,6710.0,,,,,,0.6274509804,48100,44200,56000,0.7638,Public,36.0,True
91,1078.0,Phoenix College,Phoenix,AZ,85013,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,4.0,0.2246,0.0888,0.5675,0.0297,14974.0,8897.0,,,,,,0.6298529966,36000,34500,38800,0.5978,Public,35.0,True
92,7266.0,Pima Community College,Tucson,AZ,85709-1275,0.0,0.0,,,2,0.0,0.0,1.0,0.0,1.0,5.0,0.3548,0.0484,0.4882,0.0276,8856.0,7217.0,,,,,,0.5442428315,35000,31500,39800,0.586,,,True
93,22171.0,Pima Medical Institute-Tucson,Tucson,AZ,85712,0.0,0.0,,,3,0.0,0.0,0.0,0.0,10.0,9.0,0.366,0.0685,0.4046,0.0452,,5437.0,0.6609,0.6923,0.4545,0.6435,0.5714,0.8313038083,30600,28800,41300,0.5394,,,True
94,36783.0,Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,2.0,0.1848,0.0281,0.5017,0.0099,,5034.0,,,,,,0.8313038083,30600,28800,41300,0.5394,,,True
95,20653.0,Prescott College,Prescott,AZ,86301,0.0,0.0,0.9842,1141.0,4,0.0,0.0,0.0,0.0,13.0,7.0,0.6852,0.0097,0.0339,0.0145,43649.0,5423.0,0.4878,0.5333,0.0,0.6667,,0.6956521739,34300,32100,38400,0.5817,,,True
